Date,Time,Run,Framework,Workload,Dataset,CPU Usage (%),CPU IO wait (%),CPU Idle (%),Memory Used (MB),Memory Used (%),Memory Cached (MB),IO Read/Write (tps),Execution Time (s)
2024-06-23,14:28:50,3.0,Mmap,binaryconversion,ca-coauthors-dblp,1.5,0.25,98.25,8571.71,47.76,8757.84,264.0,0.07
2024-06-23,14:28:52,4.0,Mmap,binaryconversion,ca-coauthors-dblp,1.5,0.0,98.5,8571.71,47.76,8757.84,96.0,0.08
2024-06-23,14:28:53,5.0,Mmap,binaryconversion,ca-coauthors-dblp,1.17,0.08,98.75,8571.71,47.76,8757.84,72.0,0.07
2024-06-23,14:28:55,1.0,Mmap,ConnectedComponent,ca-coauthors-dblp,4.69,2.85,92.47,8571.71,47.76,8757.81,72.0,0.83
2024-06-23,14:28:56,2.0,Mmap,ConnectedComponent,ca-coauthors-dblp,2.59,0.0,97.41,8571.71,47.76,8757.87,72.0,0.23
2024-06-23,14:28:57,3.0,Mmap,ConnectedComponent,ca-coauthors-dblp,2.82,0.0,97.17,8571.71,47.76,8757.84,88.0,0.21
2024-06-23,14:28:58,4.0,Mmap,ConnectedComponent,ca-coauthors-dblp,2.67,0.0,97.33,8571.71,47.76,8757.87,72.0,0.21
2024-06-23,14:29:00,5.0,Mmap,ConnectedComponent,ca-coauthors-dblp,2.34,0.0,97.66,8571.71,47.76,8757.85,72.0,0.21
2024-06-23,14:29:01,1.0,Mmap,PageRank10,ca-coauthors-dblp,32.46,0.0,67.53,8571.71,47.76,8757.88,72.0,0.48
2024-06-23,14:29:03,2.0,Mmap,PageRank10,ca-coauthors-dblp,33.78,0.17,66.05,8571.71,47.76,8757.86,88.0,0.49
2024-06-23,14:29:04,3.0,Mmap,PageRank10,ca-coauthors-dblp,30.32,0.0,69.67,8571.71,47.76,8757.86,72.0,0.46
2024-06-23,14:29:06,4.0,Mmap,PageRank10,ca-coauthors-dblp,35.72,0.0,64.28,8571.71,47.76,8757.86,72.0,0.52
2024-06-23,14:29:07,5.0,Mmap,PageRank10,ca-coauthors-dblp,25.06,0.0,74.94,8571.71,47.76,8757.87,72.0,0.4
2024-06-23,14:29:09,1.0,Mmap,PageRank20,ca-coauthors-dblp,40.3,0.0,59.7,8571.71,47.76,8757.87,88.0,0.57
2024-06-23,14:29:10,2.0,Mmap,PageRank20,ca-coauthors-dblp,84.62,0.0,15.38,9030.29,50.31,8757.89,0.0,1.24
2024-06-23,14:29:12,3.0,Mmap,PageRank20,ca-coauthors-dblp,36.42,0.17,63.4,8571.71,47.76,8757.93,256.0,0.53
2024-06-23,14:29:13,4.0,Mmap,PageRank20,ca-coauthors-dblp,38.12,0.0,61.88,8571.71,47.76,8757.84,88.0,0.54
2024-06-23,14:29:15,5.0,Mmap,PageRank20,ca-coauthors-dblp,55.08,0.0,44.92,8571.71,47.76,8757.88,72.0,0.75
2024-06-23,14:29:18,1.0,Mmap,TriangleCounting,ca-coauthors-dblp,31.595,4.04,64.365,9032.23,50.325,8706.42,98772.0,2.99
2024-06-23,14:29:21,2.0,Mmap,TriangleCounting,ca-coauthors-dblp,34.36,0.0,65.64,9033.23,50.335,8541.2,0.0,2.51
2024-06-23,14:29:23,3.0,Mmap,TriangleCounting,ca-coauthors-dblp,33.585,0.0,66.42,9033.24,50.335,8541.2,0.0,2.76
2024-06-23,14:29:26,4.0,Mmap,TriangleCounting,ca-coauthors-dblp,35.295,0.04,64.67,9033.24,50.335,8541.2,0.0,2.61
2024-06-23,14:29:29,5.0,Mmap,TriangleCounting,ca-coauthors-dblp,35.55,0.0,64.45,9033.24,50.335,8541.2,0.0,2.53
2024-06-23,14:29:30,1.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,2.26,0.5,97.25,8571.72,47.76,8533.7,72.0,0.1
2024-06-23,14:29:31,2.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.0,0.08,98.92,8571.72,47.76,8533.71,72.0,0.08
2024-06-23,14:29:32,3.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.33,0.0,98.67,8571.72,47.76,8533.71,72.0,0.08
2024-06-23,14:29:33,4.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.67,0.0,98.34,8571.72,47.76,8533.71,72.0,0.08
2024-06-23,14:29:34,5.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.67,0.67,97.67,8571.72,47.76,8533.85,240.0,0.09
2024-06-23,14:29:35,1.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.25,0.0,98.75,8571.72,47.76,8533.86,72.0,0.08
2024-06-23,14:29:37,2.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.01,0.17,98.83,8571.72,47.76,8533.86,72.0,0.1
2024-06-23,14:29:38,3.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.33,0.0,98.67,8571.72,47.76,8533.86,72.0,0.08
2024-06-23,14:29:39,4.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.33,0.0,98.66,8571.72,47.76,8533.87,72.0,0.08
2024-06-23,14:29:40,5.0,Mmap,OneStepNeighbor,ca-coauthors-dblp,1.17,0.0,98.83,8571.72,47.76,8533.88,72.0,0.08
2024-06-23,14:29:41,1.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.33,0.0,98.67,8571.72,47.76,8533.88,72.0,0.08
2024-06-23,14:29:42,2.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.17,0.0,98.83,8571.72,47.76,8533.91,72.0,0.07
2024-06-23,14:29:43,3.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.5,0.0,98.5,8571.72,47.76,8533.91,72.0,0.08
2024-06-23,14:29:44,4.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.5,0.25,98.25,8571.72,47.76,8533.91,264.0,0.08
2024-06-23,14:29:46,5.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.42,0.0,98.58,8571.72,47.76,8533.88,72.0,0.08
2024-06-23,14:29:47,1.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.26,0.08,98.66,8571.72,47.76,8533.88,72.0,0.08
2024-06-23,14:29:48,2.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.5,0.17,98.33,8571.72,47.76,8533.9,72.0,0.09
2024-06-23,14:29:49,3.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.58,0.0,98.42,8571.72,47.76,8533.87,192.0,0.08
2024-06-23,14:29:50,4.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.34,0.0,98.66,8571.72,47.76,8533.9,72.0,0.08
2024-06-23,14:29:51,5.0,Mmap,TwoStepNeighbor,ca-coauthors-dblp,1.25,0.0,98.75,8571.72,47.76,8533.88,72.0,0.08
2024-06-23,14:29:52,1.0,Mmap,binaryconversion,sorted-road-usa,1.41,0.0,98.59,8571.72,47.76,8533.9,72.0,0.07
2024-06-23,14:29:54,2.0,Mmap,binaryconversion,sorted-road-usa,1.25,0.0,98.75,8571.72,47.76,8533.91,72.0,0.07
2024-06-23,14:29:55,3.0,Mmap,binaryconversion,sorted-road-usa,1.67,2.42,95.91,8571.72,47.76,8533.91,119184.0,0.07
2024-06-23,14:29:56,4.0,Mmap,binaryconversion,sorted-road-usa,1.58,0.0,98.42,8571.72,47.76,8533.91,72.0,0.07
2024-06-23,14:29:57,5.0,Mmap,binaryconversion,sorted-road-usa,1.26,0.0,98.75,8571.72,47.76,8533.91,72.0,0.07
2024-06-23,14:29:58,1.0,Mmap,ConnectedComponent,sorted-road-usa,5.7,2.94,91.36,8921.3,49.71,8533.94,0.0,1.53
2024-06-23,14:30:00,2.0,Mmap,ConnectedComponent,sorted-road-usa,5.61,0.0,94.39,8571.72,47.76,8533.91,72.0,0.6
2024-06-23,14:30:02,3.0,Mmap,ConnectedComponent,sorted-road-usa,6.0,0.5,93.51,8571.72,47.76,8533.95,248.0,0.6
2024-06-23,14:30:03,4.0,Mmap,ConnectedComponent,sorted-road-usa,5.85,0.0,94.16,8571.72,47.76,8533.96,72.0,0.6
2024-06-23,14:30:05,5.0,Mmap,ConnectedComponent,sorted-road-usa,5.91,0.0,94.09,8571.72,47.76,8533.94,72.0,0.6
2024-06-23,14:30:08,1.0,Mmap,PageRank10,sorted-road-usa,4.105,11.68,84.22,9023.71,50.28,8408.78,134200.0,2.96
2024-06-23,14:30:10,2.0,Mmap,PageRank10,sorted-road-usa,45.58,0.42,53.99,8571.72,47.76,8334.09,19144.0,0.86
2024-06-23,14:30:12,3.0,Mmap,PageRank10,sorted-road-usa,45.6,0.0,54.39,8571.72,47.76,8334.09,72.0,0.87
2024-06-23,14:30:14,4.0,Mmap,PageRank10,sorted-road-usa,43.27,0.0,56.73,8571.72,47.76,8334.1,72.0,0.85
2024-06-23,14:30:16,5.0,Mmap,PageRank10,sorted-road-usa,44.83,0.0,55.18,8571.72,47.76,8334.11,72.0,0.85
2024-06-23,14:30:17,1.0,Mmap,PageRank20,sorted-road-usa,61.68,0.0,38.32,9123.71,50.83,8334.13,0.0,1.26
2024-06-23,14:30:18,2.0,Mmap,PageRank20,sorted-road-usa,61.26,0.0,38.73,9123.71,50.83,8334.14,0.0,1.26
2024-06-23,14:30:20,3.0,Mmap,PageRank20,sorted-road-usa,62.78,0.0,37.22,9123.71,50.83,8334.14,0.0,1.45
2024-06-23,14:30:21,4.0,Mmap,PageRank20,sorted-road-usa,61.49,0.0,38.51,9123.71,50.83,8334.14,16.0,1.3
2024-06-23,14:30:23,5.0,Mmap,PageRank20,sorted-road-usa,77.635,0.04,22.325,9123.71,50.83,8334.14,104.0,2.22
2024-06-23,14:30:29,1.0,Mmap,TriangleCounting,sorted-road-usa,7.544,23.258,69.204,9333.72,52.006,8100.05,163584.0,5.89
2024-06-23,14:30:32,2.0,Mmap,TriangleCounting,sorted-road-usa,10.63,11.46,77.91,9025.71,50.29,7907.05,108508.0,2.84
2024-06-23,14:30:35,3.0,Mmap,TriangleCounting,sorted-road-usa,10.25,8.2,81.55,9067.16,50.52,7877.54,35788.0,2.89
2024-06-23,14:30:38,4.0,Mmap,TriangleCounting,sorted-road-usa,10.7,0.0,89.295,9062.0,50.49,7814.89,0.0,2.61
2024-06-23,14:30:41,5.0,Mmap,TriangleCounting,sorted-road-usa,10.31,0.21,89.475,9062.0,50.49,7814.9,0.0,2.79
2024-06-23,14:30:42,1.0,Mmap,OneStepNeighbor,sorted-road-usa,1.34,0.0,98.66,8571.72,47.76,7814.88,72.0,0.07
2024-06-23,14:30:43,2.0,Mmap,OneStepNeighbor,sorted-road-usa,1.26,0.0,98.74,8571.72,47.76,7814.88,72.0,0.08
2024-06-23,14:30:44,3.0,Mmap,OneStepNeighbor,sorted-road-usa,1.33,0.0,98.67,8571.72,47.76,7814.88,152.0,0.08
2024-06-23,14:30:45,4.0,Mmap,OneStepNeighbor,sorted-road-usa,1.41,0.0,98.58,8571.72,47.76,7814.88,72.0,0.08
2024-06-23,14:30:46,5.0,Mmap,OneStepNeighbor,sorted-road-usa,1.42,0.0,98.58,8571.72,47.76,7814.88,72.0,0.08
2024-06-23,14:30:47,1.0,Mmap,OneStepNeighbor,sorted-road-usa,1.42,0.0,98.58,8571.72,47.76,7814.91,72.0,0.08
2024-06-23,14:30:49,2.0,Mmap,OneStepNeighbor,sorted-road-usa,1.42,0.25,98.33,8571.72,47.76,7814.88,272.0,0.08
2024-06-23,14:30:50,3.0,Mmap,OneStepNeighbor,sorted-road-usa,1.33,0.17,98.5,8571.72,47.76,7814.89,72.0,0.07
2024-06-23,14:30:51,4.0,Mmap,OneStepNeighbor,sorted-road-usa,1.09,0.0,98.91,8571.72,47.76,7814.89,72.0,0.07
2024-06-23,14:30:52,5.0,Mmap,OneStepNeighbor,sorted-road-usa,1.59,0.0,98.41,8571.72,47.76,7814.92,72.0,0.08
2024-06-23,14:30:53,1.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.58,0.08,98.33,8571.72,47.76,7814.89,72.0,0.09
2024-06-23,14:30:54,2.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.34,0.0,98.66,8571.72,47.76,7814.86,88.0,0.08
2024-06-23,14:30:55,3.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.09,0.0,98.91,8571.72,47.76,7814.91,72.0,0.08
2024-06-23,14:30:56,4.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.17,0.0,98.83,8571.72,47.76,7814.91,72.0,0.07
2024-06-23,14:30:58,5.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.42,0.0,98.58,8571.72,47.76,7814.92,72.0,0.08
2024-06-23,14:30:59,1.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.5,0.25,98.25,8571.72,47.76,7814.92,80.0,0.09
2024-06-23,14:31:00,2.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.5,0.0,98.5,8571.72,47.76,7814.92,72.0,0.08
2024-06-23,14:31:01,3.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.66,0.17,98.17,8571.72,47.76,7814.93,88.0,0.09
2024-06-23,14:31:02,4.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.42,0.0,98.58,8571.72,47.76,7814.91,72.0,0.08
2024-06-23,14:31:03,5.0,Mmap,TwoStepNeighbor,sorted-road-usa,1.5,0.0,98.5,8571.72,47.76,7814.94,88.0,0.08
2024-06-23,14:31:04,1.0,Mmap,binaryconversion,sorted-soc-sinaweibo,1.17,0.0,98.83,8571.72,47.76,7814.94,72.0,0.07
2024-06-23,14:31:06,2.0,Mmap,binaryconversion,sorted-soc-sinaweibo,1.16,0.25,98.58,8571.72,47.76,7814.94,304.0,0.07
2024-06-23,14:31:07,3.0,Mmap,binaryconversion,sorted-soc-sinaweibo,1.41,0.17,98.42,8571.72,47.76,7814.95,72.0,0.08
2024-06-23,14:31:08,4.0,Mmap,binaryconversion,sorted-soc-sinaweibo,1.33,0.0,98.67,8571.72,47.76,7814.96,72.0,0.07
2024-06-23,14:31:09,5.0,Mmap,binaryconversion,sorted-soc-sinaweibo,1.59,5.43,92.98,8571.72,47.76,7814.96,225504.0,0.07
2024-06-23,14:31:23,1.0,Mmap,ConnectedComponent,sorted-soc-sinaweibo,4.82929,5.065,90.1064,8902.9,49.6086,7067.71,36.0,13.77
2024-06-23,14:31:27,2.0,Mmap,ConnectedComponent,sorted-soc-sinaweibo,6.66667,3.08333,90.2467,8925.96,49.7367,7266.67,0.0,3.96
2024-06-23,14:31:30,3.0,Mmap,ConnectedComponent,sorted-soc-sinaweibo,8.94,0.25,90.81,8928.29,49.75,7266.81,80.0,2.8
2024-06-23,14:31:33,4.0,Mmap,ConnectedComponent,sorted-soc-sinaweibo,8.95,0.0,91.05,8928.29,49.75,7266.85,0.0,2.79
2024-06-23,14:31:36,5.0,Mmap,ConnectedComponent,sorted-soc-sinaweibo,8.785,0.21,91.01,8928.29,49.75,7266.85,108.0,2.79
2024-06-23,14:31:44,1.0,Mmap,PageRank10,sorted-soc-sinaweibo,82.93,0.51375,16.555,9484.83,52.8463,6773.75,53.0,8.33
2024-06-23,14:31:50,2.0,Mmap,PageRank10,sorted-soc-sinaweibo,87.5533,0.0133333,12.435,9487.86,52.8633,6773.82,42.6667,6.13
2024-06-23,14:31:57,3.0,Mmap,PageRank10,sorted-soc-sinaweibo,89.4083,0.0133333,10.5767,9494.62,52.9017,6773.83,30.6667,6.56
2024-06-23,14:32:04,4.0,Mmap,PageRank10,sorted-soc-sinaweibo,90.8514,0.0,9.14571,9498.99,52.93,6773.87,26.2857,7.42
2024-06-23,14:32:11,5.0,Mmap,PageRank10,sorted-soc-sinaweibo,89.3583,0.0,10.64,9497.12,52.915,6774.01,38.6667,6.35
2024-06-23,14:32:22,1.0,Mmap,PageRank20,sorted-soc-sinaweibo,92.3573,0.0,7.64273,9497.96,52.92,6774.03,34.1818,11.72
2024-06-23,14:32:34,2.0,Mmap,PageRank20,sorted-soc-sinaweibo,92.0127,0.0154545,7.96909,9497.96,52.92,6774.05,26.1818,11.65
2024-06-23,14:32:47,3.0,Mmap,PageRank20,sorted-soc-sinaweibo,92.8558,0.0208333,7.12167,9494.87,52.9025,6772.0,25.3333,12.63
2024-06-23,14:32:59,4.0,Mmap,PageRank20,sorted-soc-sinaweibo,91.3325,0.0141667,8.65333,9492.44,52.8925,6772.02,24.0,12.01
2024-06-23,14:33:13,5.0,Mmap,PageRank20,sorted-soc-sinaweibo,93.8464,0.0,6.15214,9497.96,52.92,6772.04,10.2007,14.26
2024-06-23,14:34:04,1.0,Mmap,TriangleCounting,sorted-soc-sinaweibo,34.4978,1.1698,64.3328,9392.92,52.333,6686.7,40858.1,50.99
2024-06-23,14:34:54,2.0,Mmap,TriangleCounting,sorted-soc-sinaweibo,35.2273,1.05816,63.7127,9392.83,52.3324,6672.7,41676.7,49.69
2024-06-23,14:35:44,3.0,Mmap,TriangleCounting,sorted-soc-sinaweibo,35.4982,1.27184,63.2302,9397.68,52.3596,6672.86,41688.7,49.91
2024-06-23,14:36:33,4.0,Mmap,TriangleCounting,sorted-soc-sinaweibo,34.6398,1.81633,63.5429,9392.83,52.3324,6673.24,41680.7,49.23
2024-06-23,14:37:21,5.0,Mmap,TriangleCounting,sorted-soc-sinaweibo,35.4256,1.09896,63.4754,9397.32,52.3575,6674.22,42546.0,48.39
2024-06-23,14:37:22,1.0,Mmap,OneStepNeighbor,sorted-soc-sinaweibo,1.0,0.34,98.66,8571.71,47.76,6674.24,72.0,0.1
2024-06-23,14:37:24,2.0,Mmap,OneStepNeighbor,sorted-soc-sinaweibo,1.5,0.25,98.25,8571.71,47.76,6674.26,72.0,0.09
2024-06-23,14:37:25,3.0,Mmap,OneStepNeighbor,sorted-soc-sinaweibo,1.58,0.0,98.42,8571.71,47.76,6674.27,72.0,0.08
2024-06-23,14:37:26,4.0,Mmap,OneStepNeighbor,sorted-soc-sinaweibo,1.34,0.0,98.66,8571.71,47.76,6674.28,72.0,0.08
2024-06-23,14:37:27,5.0,Mmap,OneStepNeighbor,sorted-soc-sinaweibo,1.5,0.0,98.5,8571.71,47.76,6674.29,72.0,0.08
2024-06-23,14:37:28,1.0,Mmap,TwoStepNeighbor,sorted-soc-sinaweibo,1.33,0.0,98.67,8571.71,47.76,6674.29,72.0,0.08
2024-06-23,14:37:29,2.0,Mmap,TwoStepNeighbor,sorted-soc-sinaweibo,1.33,0.0,98.67,8571.71,47.76,6674.3,240.0,0.08
2024-06-23,14:37:30,3.0,Mmap,TwoStepNeighbor,sorted-soc-sinaweibo,1.25,0.08,98.67,8571.71,47.76,6674.32,72.0,0.09
2024-06-23,14:37:32,4.0,Mmap,TwoStepNeighbor,sorted-soc-sinaweibo,1.42,0.0,98.58,8571.71,47.76,6674.32,72.0,0.08
2024-06-23,14:37:33,5.0,Mmap,TwoStepNeighbor,sorted-soc-sinaweibo,1.42,0.0,98.58,8571.71,47.76,6674.32,72.0,0.08
2024-06-23,14:37:34,1.0,Mmap,binaryconversion,soc-google-plus,1.75,1.08,97.17,8571.71,47.76,6674.54,72.0,0.21
2024-06-23,14:37:35,2.0,Mmap,binaryconversion,soc-google-plus,1.33,0.0,98.67,8571.71,47.76,6674.54,80.0,0.07
2024-06-23,14:37:36,3.0,Mmap,binaryconversion,soc-google-plus,0.92,0.0,99.08,8571.71,47.76,6674.55,72.0,0.07
2024-06-23,14:37:37,4.0,Mmap,binaryconversion,soc-google-plus,1.09,0.0,98.92,8571.71,47.76,6674.55,72.0,0.07
2024-06-23,14:37:38,5.0,Mmap,binaryconversion,soc-google-plus,1.08,0.0,98.91,8571.71,47.76,6674.55,71.29,0.07
0.19,,,,,,,,,,,,,
0.11,,,,,,,,,,,,,
0.11,,,,,,,,,,,,,
0.10,,,,,,,,,,,,,
0.11,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
0.31,,,,,,,,,,,,,
0.31,,,,,,,,,,,,,
0.32,,,,,,,,,,,,,
2024-06-23,14:38:16,1.0,Mmap,binaryconversion,com-orkut,9.14647,0.719412,90.1365,9970.45,55.55,5523.2,67.7647,17.96
2024-06-23,14:38:17,2.0,Mmap,binaryconversion,com-orkut,1.91,0.75,97.34,8571.71,47.76,9336.92,72.0,0.21
2024-06-23,14:38:19,3.0,Mmap,binaryconversion,com-orkut,1.01,0.08,98.91,8571.71,47.76,9336.93,72.0,0.09
2024-06-23,14:38:20,4.0,Mmap,binaryconversion,com-orkut,1.42,0.17,98.42,8571.71,47.76,9336.94,72.0,0.07
2024-06-23,14:38:21,5.0,Mmap,binaryconversion,com-orkut,1.08,0.0,98.92,8571.71,47.76,9336.94,72.0,0.07
2024-06-23,14:38:22,1.0,Mmap,ConnectedComponent,com-orkut,9.13,8.22,82.66,8572.19,47.76,9336.99,188416.0,1.21
2024-06-23,14:38:24,2.0,Mmap,ConnectedComponent,com-orkut,8.99,9.99,81.02,8922.29,49.71,9337.06,167960.0,1.19
2024-06-23,14:38:25,3.0,Mmap,ConnectedComponent,com-orkut,6.27,10.96,82.76,8921.29,49.71,9337.14,188416.0,1.6
2024-06-23,14:38:27,4.0,Mmap,ConnectedComponent,com-orkut,9.18,8.18,82.64,8921.29,49.71,9337.19,289280.0,1.14
2024-06-23,14:38:28,5.0,Mmap,ConnectedComponent,com-orkut,9.08,11.32,79.6,8921.29,49.71,9337.2,237448.0,1.16
0.75,,,,,,,,,,,,,
2024-06-23,14:38:32,2.0,Mmap,PageRank10,com-orkut,91.35,0.0,8.65,9030.29,50.31,9337.68,0.0,2.58
2024-06-23,14:38:35,3.0,Mmap,PageRank10,com-orkut,90.905,0.04,9.045,9030.29,50.31,9337.68,0.0,2.34
2024-06-23,14:38:37,4.0,Mmap,PageRank10,com-orkut,89.52,0.04,10.44,9030.29,50.31,9337.69,0.0,2.35
2024-06-23,14:38:40,5.0,Mmap,PageRank10,com-orkut,88.56,0.085,11.355,9030.29,50.31,9337.69,88.0,2.55
2024-06-23,14:38:44,1.0,Mmap,PageRank20,com-orkut,92.395,0.0,7.6025,9030.29,50.31,9337.7,0.0,4.64
2024-06-23,14:38:48,2.0,Mmap,PageRank20,com-orkut,91.3067,0.0,8.69333,9030.29,50.31,9337.71,0.0,3.68
2024-06-23,14:38:52,3.0,Mmap,PageRank20,com-orkut,91.2067,0.0,8.79333,9030.29,50.31,9337.72,56.0,3.51
2024-06-23,14:38:55,4.0,Mmap,PageRank20,com-orkut,90.2267,0.0,9.77333,9030.29,50.31,9337.73,0.0,3.7
2024-06-23,14:38:59,5.0,Mmap,PageRank20,com-orkut,90.8967,0.0,9.10333,9030.29,50.31,9337.73,0.0,3.55
2024-06-23,14:39:40,1.0,Mmap,TriangleCounting,com-orkut,31.451,0.787317,67.7602,8979.94,50.0344,9337.78,27619.9,41.61
2024-06-23,14:40:26,2.0,Mmap,TriangleCounting,com-orkut,28.9749,2.09022,68.9349,8977.79,50.0224,9337.86,67496.5,45.06
2024-06-23,14:41:13,3.0,Mmap,TriangleCounting,com-orkut,29.5415,2.00532,68.4523,8977.43,50.0204,9337.93,63124.3,47.13
2024-06-23,14:41:54,4.0,Mmap,TriangleCounting,com-orkut,31.8137,1.04927,67.1361,8981.4,50.0424,9341.87,27209.4,41.26
2024-06-23,14:42:35,5.0,Mmap,TriangleCounting,com-orkut,31.7839,0.62561,67.59,8981.43,50.0427,9342.93,22344.6,41.3
2024-06-23,14:42:36,1.0,Mmap,OneStepNeighbor,com-orkut,1.08,0.0,98.91,8571.71,47.76,9342.98,72.0,0.07
2024-06-23,14:42:38,2.0,Mmap,OneStepNeighbor,com-orkut,1.25,0.25,98.5,8571.71,47.76,9342.95,72.0,0.1
2024-06-23,14:42:39,3.0,Mmap,OneStepNeighbor,com-orkut,1.25,0.0,98.75,8571.71,47.76,9342.92,72.0,0.08
2024-06-23,14:42:40,4.0,Mmap,OneStepNeighbor,com-orkut,1.5,0.0,98.5,8571.71,47.76,9342.98,72.0,0.08
2024-06-23,14:42:41,5.0,Mmap,OneStepNeighbor,com-orkut,1.42,0.25,98.33,8571.71,47.76,9342.96,240.0,0.08
2024-06-23,14:42:42,1.0,Mmap,OneStepNeighbor,com-orkut,1.09,0.0,98.91,8571.71,47.76,9342.97,72.0,0.08
2024-06-23,14:42:43,2.0,Mmap,OneStepNeighbor,com-orkut,1.33,0.17,98.5,8571.71,47.76,9343.0,72.0,0.08
2024-06-23,14:42:44,3.0,Mmap,OneStepNeighbor,com-orkut,1.42,0.0,98.58,8571.71,47.76,9342.98,72.0,0.08
2024-06-23,14:42:45,4.0,Mmap,OneStepNeighbor,com-orkut,1.17,0.0,98.83,8571.71,47.76,9343.01,72.0,0.08
2024-06-23,14:42:47,5.0,Mmap,OneStepNeighbor,com-orkut,1.26,0.25,98.5,8571.71,47.76,9342.98,248.0,0.07
2024-06-23,14:42:48,1.0,Mmap,TwoStepNeighbor,com-orkut,1.17,0.0,98.83,8571.71,47.76,9342.96,72.0,0.08
2024-06-23,14:42:49,2.0,Mmap,TwoStepNeighbor,com-orkut,1.09,0.0,98.91,8571.71,47.76,9343.0,72.0,0.08
2024-06-23,14:42:50,3.0,Mmap,TwoStepNeighbor,com-orkut,1.09,0.0,98.91,8571.71,47.76,9343.03,72.0,0.07
2024-06-23,14:42:51,4.0,Mmap,TwoStepNeighbor,com-orkut,1.41,0.0,98.58,8571.71,47.76,9343.0,72.0,0.08
2024-06-23,14:42:52,5.0,Mmap,TwoStepNeighbor,com-orkut,1.33,0.0,98.67,8571.71,47.76,9342.96,72.0,0.08
2024-06-23,14:42:53,1.0,Mmap,TwoStepNeighbor,com-orkut,1.5,0.17,98.34,8571.71,47.76,9343.01,72.0,0.09
2024-06-23,14:42:55,2.0,Mmap,TwoStepNeighbor,com-orkut,1.42,0.0,98.58,8571.71,47.76,9343.01,72.0,0.08
2024-06-23,14:42:56,3.0,Mmap,TwoStepNeighbor,com-orkut,1.33,0.0,98.66,8571.71,47.76,9343.01,72.0,0.08
2024-06-23,14:42:57,4.0,Mmap,TwoStepNeighbor,com-orkut,1.25,0.08,98.66,8571.71,47.76,9343.02,72.0,0.09
2024-06-23,14:42:58,5.0,Mmap,TwoStepNeighbor,com-orkut,1.5,0.0,98.5,8571.71,47.76,9343.02,72.0,0.08
2024-06-23,14:43:02,1.0,Mmap,binaryconversion,cit-Patents,9.17333,1.66667,89.16,9970.76,55.55,9369.64,37.3333,3.63
2024-06-23,14:43:03,2.0,Mmap,binaryconversion,cit-Patents,1.92,0.67,97.41,8572.02,47.76,9196.39,24664.0,0.09
2024-06-23,14:43:04,3.0,Mmap,binaryconversion,cit-Patents,1.41,0.5,98.08,8572.02,47.76,9196.43,272.0,0.09
2024-06-23,14:43:05,4.0,Mmap,binaryconversion,cit-Patents,1.58,0.0,98.42,8572.02,47.76,9196.43,72.0,0.08
2024-06-23,14:43:06,5.0,Mmap,binaryconversion,cit-Patents,1.42,0.0,98.58,8572.02,47.76,9196.47,72.0,0.07
2024-06-23,14:43:08,1.0,Mmap,ConnectedComponent,cit-Patents,4.41,0.17,95.42,8572.02,47.76,9196.44,5192.0,0.4
2024-06-23,14:43:09,2.0,Mmap,ConnectedComponent,cit-Patents,4.34,6.85,88.81,8572.02,47.76,9196.47,102744.0,0.71
2024-06-23,14:43:11,3.0,Mmap,ConnectedComponent,cit-Patents,4.17,0.0,95.83,8572.02,47.76,9196.47,72.0,0.4
2024-06-23,14:43:12,4.0,Mmap,ConnectedComponent,cit-Patents,4.1,0.0,95.91,8572.02,47.76,9196.5,72.0,0.41
