Date,Time,Run,Framework,Workload,Dataset,CPU Usage (%),CPU IO wait (%),CPU Idle (%),Memory Used (MB),Memory Used (%),Memory Cached (MB),IO Read/Write (tps),Execution Time (s)
2024-06-22,11:20:49,2.0,GridGraph,BFS0,soc-google-plus,1.76,0.0,98.24,4135.77,23.04,3097.48,8.0,0.13
2024-06-22,11:20:50,3.0,GridGraph,BFS0,soc-google-plus,2.91,0.0,97.09,4135.77,23.04,3097.48,8.0,0.14
2024-06-22,11:20:51,1.0,GridGraph,BFS100,soc-google-plus,2.09,0.0,97.91,4135.77,23.04,3097.48,8.0,0.13
2024-06-22,11:20:53,2.0,GridGraph,BFS100,soc-google-plus,2.26,0.0,97.73,4135.77,23.04,3097.48,8.0,0.15
2024-06-22,11:20:54,3.0,GridGraph,BFS100,soc-google-plus,3.08,0.0,96.91,4135.77,23.04,3097.48,8.0,0.14
2024-06-22,11:20:55,1.0,GridGraph,WCC,soc-google-plus,20.45,0.42,79.13,4135.77,23.04,3099.12,264.0,0.32
2024-06-22,11:20:56,2.0,GridGraph,WCC,soc-google-plus,18.64,0.0,81.36,4135.77,23.04,3099.12,8.0,0.3
2024-06-22,11:20:58,3.0,GridGraph,WCC,soc-google-plus,19.68,0.0,80.32,4135.77,23.04,3099.12,8.0,0.31
2024-06-22,11:20:59,1.0,GridGraph,MIS,soc-google-plus,14.1,0.08,85.82,4135.77,23.04,3099.34,8.0,0.26
2024-06-22,11:21:00,2.0,GridGraph,MIS,soc-google-plus,12.84,0.33,86.82,4135.77,23.04,3099.34,224.0,0.24
2024-06-22,11:21:02,3.0,GridGraph,MIS,soc-google-plus,12.37,0.0,87.63,4135.77,23.04,3099.35,8.0,0.24
2024-06-22,11:21:03,1.0,GridGraph,Radii,soc-google-plus,85.5,0.0,14.5,4608.95,25.68,3103.39,0.0,1.33
2024-06-22,11:21:04,2.0,GridGraph,Radii,soc-google-plus,86.4,0.0,13.6,4545.53,25.33,3103.39,0.0,1.31
2024-06-22,11:21:06,3.0,GridGraph,Radii,soc-google-plus,86.28,0.0,13.72,4609.53,25.68,3103.39,0.0,1.26
2024-06-22,11:21:07,1.0,GridGraph,preprocess,WikiTalk,4.1,3.09,92.82,4136.36,23.05,3256.44,16.0,0.56
2024-06-22,11:21:09,2.0,GridGraph,preprocess,WikiTalk,3.42,0.0,96.58,4136.36,23.05,3256.9,24.0,0.21
2024-06-22,11:21:10,3.0,GridGraph,preprocess,WikiTalk,3.34,0.0,96.66,4136.36,23.05,3256.64,8.0,0.2
2024-06-22,11:21:11,1.0,GridGraph,PageRank10,WikiTalk,23.98,0.0,76.02,4136.36,23.05,3284.11,456.0,0.53
2024-06-22,11:21:13,2.0,GridGraph,PageRank10,WikiTalk,23.78,0.51,75.72,4136.36,23.05,3284.12,4976.0,0.51
2024-06-22,11:21:15,3.0,GridGraph,PageRank10,WikiTalk,24.0,0.0,76.0,4136.36,23.05,3284.13,8.0,0.51
2024-06-22,11:21:16,1.0,GridGraph,PageRank20,WikiTalk,43.4,0.0,56.6,4136.36,23.05,3284.13,8.0,0.89
2024-06-22,11:21:18,2.0,GridGraph,PageRank20,WikiTalk,43.99,0.25,55.76,4136.36,23.05,3283.88,8.0,0.87
2024-06-22,11:21:20,3.0,GridGraph,PageRank20,WikiTalk,43.79,0.25,55.96,4136.36,23.05,3284.15,112.0,0.87
2024-06-22,11:21:22,1.0,GridGraph,BFS0,WikiTalk,4.68,0.84,94.48,4136.36,23.05,3293.29,816.0,0.16
2024-06-22,11:21:23,2.0,GridGraph,BFS0,WikiTalk,4.51,0.0,95.49,4136.36,23.05,3293.32,1664.0,0.16
2024-06-22,11:21:24,3.0,GridGraph,BFS0,WikiTalk,5.69,0.0,94.31,4136.36,23.05,3293.32,8.0,0.17
2024-06-22,11:21:25,1.0,GridGraph,BFS100,WikiTalk,13.81,0.08,86.11,4136.36,23.05,3293.32,224.0,0.28
2024-06-22,11:21:27,2.0,GridGraph,BFS100,WikiTalk,13.02,0.0,86.98,4136.36,23.05,3293.32,8.0,0.26
2024-06-22,11:21:28,3.0,GridGraph,BFS100,WikiTalk,12.56,0.0,87.45,4136.36,23.05,3293.32,3320.0,0.25
2024-06-22,11:21:29,1.0,GridGraph,WCC,WikiTalk,14.1,0.0,85.89,4136.36,23.05,3311.35,8.0,0.36
2024-06-22,11:21:31,2.0,GridGraph,WCC,WikiTalk,17.55,0.0,82.45,4136.36,23.05,3311.6,8.0,0.41
2024-06-22,11:21:32,3.0,GridGraph,WCC,WikiTalk,16.83,0.0,83.17,4136.36,23.05,3311.6,8.0,0.4
2024-06-22,11:21:34,1.0,GridGraph,MIS,WikiTalk,33.06,0.0,66.94,4136.36,23.05,3313.9,8.0,0.48
2024-06-22,11:21:35,2.0,GridGraph,MIS,WikiTalk,38.55,0.0,61.45,4136.36,23.05,3313.9,8.0,0.52
2024-06-22,11:21:37,3.0,GridGraph,MIS,WikiTalk,37.56,0.0,62.44,4136.36,23.05,3313.9,8.0,0.52
2024-06-22,11:21:39,1.0,GridGraph,Radii,WikiTalk,38.38,0.33,61.29,4136.36,23.05,3359.58,24.0,0.71
2024-06-22,11:21:41,2.0,GridGraph,Radii,WikiTalk,38.58,0.0,61.42,4136.36,23.05,3359.59,16.0,0.79
2024-06-22,11:21:43,3.0,GridGraph,Radii,WikiTalk,41.63,0.08,58.28,4136.36,23.05,3359.59,8.0,0.86
2024-06-22,11:21:53,1.0,GridGraph,preprocess,socfb-konect,5.006,9.465,85.532,4802.28,26.759,4226.76,30431.2,10.1
2024-06-22,11:21:55,2.0,GridGraph,preprocess,socfb-konect,41.92,2.77,55.32,4745.88,26.44,4807.69,63632.0,1.95
2024-06-22,11:21:57,3.0,GridGraph,preprocess,socfb-konect,25.04,4.14,70.82,4777.88,26.62,5182.02,90672.0,2.18
2024-06-22,11:22:05,1.0,GridGraph,PageRank10,socfb-konect,49.8629,7.09714,43.04,4557.23,25.3886,6635.27,194871.0,7.81
2024-06-22,11:22:11,2.0,GridGraph,PageRank10,socfb-konect,77.074,2.542,20.382,4609.79,25.68,6635.09,270680.0,5.36
2024-06-22,11:22:16,3.0,GridGraph,PageRank10,socfb-konect,77.276,2.472,20.254,4609.96,25.69,6635.15,227411.0,5.31
2024-06-22,11:22:27,1.0,GridGraph,PageRank20,socfb-konect,69.0136,7.55818,23.4255,4604.14,25.6573,6653.79,256306.0,11.28
2024-06-22,11:22:39,2.0,GridGraph,PageRank20,socfb-konect,69.5418,3.29364,27.1627,4603.41,25.6527,6655.71,137239.0,11.36
2024-06-22,11:22:51,3.0,GridGraph,PageRank20,socfb-konect,67.4809,7.61,24.9091,4604.27,25.6573,6655.73,138454.0,11.88
2024-06-22,11:22:52,1.0,GridGraph,BFS0,socfb-konect,10.14,7.63,82.23,4137.04,23.05,7086.96,266544.0,0.35
2024-06-22,11:22:54,2.0,GridGraph,BFS0,socfb-konect,9.26,8.35,82.39,4137.04,23.05,7086.96,283656.0,0.24
2024-06-22,11:22:55,3.0,GridGraph,BFS0,socfb-konect,9.06,8.63,82.31,4137.04,23.05,7086.97,151864.0,0.24
2024-06-22,11:22:57,1.0,GridGraph,BFS100,socfb-konect,11.96,0.0,88.03,4137.04,23.05,7086.97,8.0,0.28
2024-06-22,11:22:58,2.0,GridGraph,BFS100,socfb-konect,11.38,0.0,88.62,4137.04,23.05,7086.97,8.0,0.27
2024-06-22,11:22:59,3.0,GridGraph,BFS100,socfb-konect,11.42,0.0,88.58,4137.04,23.05,7086.97,8.0,0.27
2024-06-22,11:23:01,1.0,GridGraph,WCC,socfb-konect,39.81,3.48,56.71,4137.04,23.05,7538.77,150128.0,0.94
2024-06-22,11:23:03,2.0,GridGraph,WCC,socfb-konect,37.31,0.0,62.69,4137.04,23.05,7538.77,8.0,0.67
2024-06-22,11:23:05,3.0,GridGraph,WCC,socfb-konect,36.67,0.0,63.32,4137.04,23.05,7538.77,8.0,0.69
2024-06-22,11:23:06,1.0,GridGraph,MIS,socfb-konect,19.75,0.0,80.25,4137.04,23.05,7595.14,8.0,0.43
2024-06-22,11:23:08,2.0,GridGraph,MIS,socfb-konect,19.54,0.0,80.47,4137.04,23.05,7595.25,8.0,0.42
2024-06-22,11:23:09,3.0,GridGraph,MIS,socfb-konect,18.82,0.0,81.18,4137.04,23.05,7595.25,8.0,0.41
2024-06-22,11:23:24,1.0,GridGraph,Radii,socfb-konect,76.5793,1.48929,21.9314,4610.5,25.685,8724.77,154117.0,14.57
2024-06-22,11:23:40,2.0,GridGraph,Radii,socfb-konect,72.5233,5.44333,22.032,4606.42,25.668,8724.81,159979.0,15.7
2024-06-22,11:23:56,3.0,GridGraph,Radii,socfb-konect,67.7019,6.64375,25.6519,4618.05,25.7331,8724.84,164046.0,16.31
2024-06-22,11:24:28,1.0,GridGraph,preprocess,tech-p2p,2.94323,13.7958,83.2623,4794.65,26.7129,10098.5,129777.0,31.83
2024-06-22,11:24:37,2.0,GridGraph,preprocess,tech-p2p,12.3887,11.9125,75.6975,4754.51,26.4937,11506.7,244429.0,8.41
2024-06-22,11:24:46,3.0,GridGraph,preprocess,tech-p2p,12.4887,11.8112,75.6962,4754.51,26.4937,11251.4,243675.0,8.76
2024-06-22,11:24:53,1.0,GridGraph,PageRank10,tech-p2p,83.8667,2.25167,13.8817,4610.43,25.69,12380.5,285293.0,6.81
2024-06-22,11:24:59,2.0,GridGraph,PageRank10,tech-p2p,91.07,0.39,8.54167,4610.43,25.69,12380.5,108388.0,6.24
2024-06-22,11:25:05,3.0,GridGraph,PageRank10,tech-p2p,91.635,0.721667,7.64167,4610.74,25.6917,12380.7,225303.0,6.25
2024-06-22,11:25:17,1.0,GridGraph,PageRank20,tech-p2p,91.4217,0.514167,8.06667,4610.43,25.69,12380.8,109740.0,12.01
2024-06-22,11:25:29,2.0,GridGraph,PageRank20,tech-p2p,92.4082,0.0,7.59364,4610.43,25.69,12380.8,10.1818,11.91
2024-06-22,11:25:41,3.0,GridGraph,PageRank20,tech-p2p,92.1445,0.0381818,7.81636,4610.43,25.69,12380.9,15493.8,11.94
2024-06-22,11:25:42,1.0,GridGraph,BFS0,tech-p2p,83.93,0.0,16.07,4587.81,25.56,12425.1,0.0,1.23
2024-06-22,11:25:44,2.0,GridGraph,BFS0,tech-p2p,84.65,0.0,15.35,4611.81,25.7,12425.1,0.0,1.23
2024-06-22,11:25:45,3.0,GridGraph,BFS0,tech-p2p,83.92,0.0,16.08,4547.81,25.34,12425.1,0.0,1.23
2024-06-22,11:25:46,1.0,GridGraph,BFS100,tech-p2p,84.37,0.0,15.64,4611.81,25.7,12425.1,0.0,1.24
2024-06-22,11:25:47,2.0,GridGraph,BFS100,tech-p2p,85.02,0.0,14.98,4611.81,25.7,12425.1,0.0,1.23
2024-06-22,11:25:49,3.0,GridGraph,BFS100,tech-p2p,84.02,0.0,15.97,4611.81,25.7,12425.1,0.0,1.25
2024-06-22,11:25:50,1.0,GridGraph,WCC,tech-p2p,83.68,0.0,16.32,4611.81,25.7,12447.2,0.0,1.24
2024-06-22,11:25:51,2.0,GridGraph,WCC,tech-p2p,84.57,0.0,15.43,4611.81,25.7,12469.3,0.0,1.21
2024-06-22,11:25:52,3.0,GridGraph,WCC,tech-p2p,84.39,0.0,15.61,4611.81,25.7,12469.3,0.0,1.23
2024-06-22,11:25:54,1.0,GridGraph,MIS,tech-p2p,82.07,0.0,17.93,4611.81,25.7,12474.8,0.0,1.84
2024-06-22,11:25:56,2.0,GridGraph,MIS,tech-p2p,83.17,0.0,16.83,4611.81,25.7,12474.8,0.0,1.81
2024-06-22,11:25:58,3.0,GridGraph,MIS,tech-p2p,84.71,0.17,15.12,4611.81,25.7,12474.8,0.0,1.84
2024-06-22,11:26:03,1.0,GridGraph,Radii,tech-p2p,91.628,0.0,8.374,4599.1,25.628,12585.3,25.6,5.54
2024-06-22,11:26:09,2.0,GridGraph,Radii,tech-p2p,91.98,0.084,7.934,4611.81,25.7,12585.5,48.0,5.32
2024-06-22,11:26:14,3.0,GridGraph,Radii,tech-p2p,92.902,0.0,7.096,4612.68,25.7,12586.6,9156.8,5.65
2024-06-22,11:26:16,1.0,GridGraph,preprocess,ca-coauthors-dblp,4.77,7.53,87.71,4811.38,26.81,12756.9,0.0,1.47
2024-06-22,11:26:17,2.0,GridGraph,preprocess,ca-coauthors-dblp,8.44,0.0,91.56,4138.25,23.06,12685.9,8.0,0.38
2024-06-22,11:26:19,3.0,GridGraph,preprocess,ca-coauthors-dblp,8.43,0.25,91.32,4138.25,23.06,12685.9,248.0,0.39
2024-06-22,11:26:21,1.0,GridGraph,PageRank10,ca-coauthors-dblp,35.24,0.0,64.76,4138.25,23.06,12692.1,8.0,0.75
2024-06-22,11:26:22,2.0,GridGraph,PageRank10,ca-coauthors-dblp,36.54,0.0,63.46,4138.25,23.06,12692.1,8.0,0.74
2024-06-22,11:26:24,3.0,GridGraph,PageRank10,ca-coauthors-dblp,36.31,0.0,63.69,4138.25,23.06,12692.1,7.92,0.76
2024-06-22,11:26:26,1.0,GridGraph,PageRank20,ca-coauthors-dblp,50.96,0.0,49.04,4571.3,25.47,12690.0,7295.05,1.3
2024-06-22,11:26:27,2.0,GridGraph,PageRank20,ca-coauthors-dblp,50.42,0.0,49.58,4611.3,25.69,12690.0,0.0,1.31
2024-06-22,11:26:28,3.0,GridGraph,PageRank20,ca-coauthors-dblp,51.09,0.0,48.91,4611.3,25.69,12690.3,0.0,1.31
2024-06-22,11:26:29,1.0,GridGraph,BFS0,ca-coauthors-dblp,3.33,0.33,96.34,4138.25,23.06,12694.2,240.0,0.14
2024-06-22,11:26:31,2.0,GridGraph,BFS0,ca-coauthors-dblp,4.0,7.83,88.17,4138.25,23.06,12694.2,197096.0,0.15
2024-06-22,11:26:32,3.0,GridGraph,BFS0,ca-coauthors-dblp,3.41,0.0,96.59,4138.25,23.06,12694.2,8.0,0.15
2024-06-22,11:26:33,1.0,GridGraph,BFS100,ca-coauthors-dblp,4.87,0.0,95.13,4137.88,23.06,12694.2,8.0,0.17
2024-06-22,11:26:34,2.0,GridGraph,BFS100,ca-coauthors-dblp,5.35,0.0,94.66,4137.88,23.06,12694.2,24.0,0.17
2024-06-22,11:26:36,3.0,GridGraph,BFS100,ca-coauthors-dblp,5.34,0.08,94.58,4137.88,23.06,12694.2,8.0,0.17
2024-06-22,11:26:37,1.0,GridGraph,WCC,ca-coauthors-dblp,4.84,0.0,95.16,4137.88,23.06,12698.3,8.0,0.17
2024-06-22,11:26:38,2.0,GridGraph,WCC,ca-coauthors-dblp,4.66,0.42,94.92,4137.88,23.06,12698.4,296.0,0.16
2024-06-22,11:26:39,3.0,GridGraph,WCC,ca-coauthors-dblp,4.85,0.33,94.81,4137.88,23.06,12698.4,392.0,0.17
2024-06-22,11:26:40,1.0,GridGraph,MIS,ca-coauthors-dblp,3.69,0.0,96.31,4137.88,23.06,12698.9,8.0,0.16
2024-06-22,11:26:42,2.0,GridGraph,MIS,ca-coauthors-dblp,4.33,0.0,95.67,4137.88,23.06,12698.9,8.0,0.17
2024-06-22,11:26:43,3.0,GridGraph,MIS,ca-coauthors-dblp,4.94,0.25,94.82,4137.88,23.06,12698.9,216.0,0.18
2024-06-22,11:26:46,1.0,GridGraph,Radii,ca-coauthors-dblp,56.365,0.0,43.63,4611.05,25.69,12610.5,0.0,2.87
2024-06-22,11:26:48,2.0,GridGraph,Radii,ca-coauthors-dblp,58.695,0.0,41.31,4611.05,25.69,12610.5,0.0,2.54
2024-06-22,11:26:51,3.0,GridGraph,Radii,ca-coauthors-dblp,56.4,0.0,43.605,4611.05,25.69,12610.5,188.0,2.51
2024-06-22,11:26:59,1.0,GridGraph,preprocess,sorted-road-usa,2.07571,16.71,81.2143,4811.0,26.81,12704.2,102605.0,7.92
2024-06-22,11:27:00,2.0,GridGraph,preprocess,sorted-road-usa,16.36,0.08,83.56,4137.88,23.06,12124.6,8.0,0.63
2024-06-22,11:27:02,3.0,GridGraph,preprocess,sorted-road-usa,16.15,0.0,83.85,4137.88,23.06,12123.8,8.0,0.63
2024-06-22,11:27:04,1.0,GridGraph,PageRank10,sorted-road-usa,53.05,0.0,46.96,4610.92,25.69,11406.2,4456.0,1.54
2024-06-22,11:27:05,2.0,GridGraph,PageRank10,sorted-road-usa,61.43,0.0,38.56,4546.92,25.33,11455.4,0.0,1.39
2024-06-22,11:27:07,3.0,GridGraph,PageRank10,sorted-road-usa,60.81,0.0,39.19,4610.92,25.69,11406.2,0.0,1.4
2024-06-22,11:27:09,1.0,GridGraph,PageRank20,sorted-road-usa,65.705,0.205,34.09,4546.92,25.33,11497.4,4277.23,2.49
2024-06-22,11:27:12,2.0,GridGraph,PageRank20,sorted-road-usa,65.41,0.0,34.595,4610.92,25.69,11406.3,0.0,2.53
2024-06-22,11:27:14,3.0,GridGraph,PageRank20,sorted-road-usa,64.48,0.21,35.315,4578.92,25.51,11452.0,11160.0,2.52
2024-06-22,11:27:15,1.0,GridGraph,BFS0,sorted-road-usa,7.27,0.0,92.73,4137.88,23.06,10485.1,8.0,0.25
2024-06-22,11:27:17,2.0,GridGraph,BFS0,sorted-road-usa,5.85,0.0,94.15,4137.88,23.06,10485.1,8.0,0.19
2024-06-22,11:27:18,3.0,GridGraph,BFS0,sorted-road-usa,5.83,0.08,94.08,4137.88,23.06,10485.1,8.0,0.18
2024-06-22,11:27:19,1.0,GridGraph,BFS100,sorted-road-usa,5.94,0.59,93.48,4137.88,23.06,10485.1,256.0,0.19
2024-06-22,11:27:20,2.0,GridGraph,BFS100,sorted-road-usa,5.91,0.0,94.09,4137.88,23.06,10485.1,8.0,0.18
2024-06-22,11:27:22,3.0,GridGraph,BFS100,sorted-road-usa,5.69,0.0,94.31,4137.88,23.06,10485.1,8.0,0.18
2024-06-22,11:27:23,1.0,GridGraph,WCC,sorted-road-usa,15.6,0.0,84.39,4137.88,23.06,9133.16,8.0,0.44
2024-06-22,11:27:24,2.0,GridGraph,WCC,sorted-road-usa,14.17,0.08,85.75,4137.88,23.06,9133.16,8.0,0.32
2024-06-22,11:27:26,3.0,GridGraph,WCC,sorted-road-usa,14.5,0.0,85.5,4137.88,23.06,9133.17,8.0,0.33
2024-06-22,11:27:27,1.0,GridGraph,MIS,sorted-road-usa,10.34,0.0,89.66,4137.88,23.06,8936.03,8.0,0.28
2024-06-22,11:27:29,2.0,GridGraph,MIS,sorted-road-usa,9.28,0.0,90.71,4137.88,23.06,8936.03,8.0,0.26
2024-06-22,11:27:30,3.0,GridGraph,MIS,sorted-road-usa,10.06,0.0,89.94,4137.88,23.06,8936.03,8.0,0.25
2024-06-22,11:27:31,1.0,GridGraph,Radii,sorted-road-usa,45.63,3.61,50.76,4616.63,25.72,7456.5,125048.0,1.06
2024-06-22,11:27:33,2.0,GridGraph,Radii,sorted-road-usa,44.4,4.84,50.75,4137.88,23.06,7456.53,177160.0,0.83
2024-06-22,11:27:35,3.0,GridGraph,Radii,sorted-road-usa,53.41,2.75,43.84,4137.88,23.06,7456.53,162192.0,0.93
2024-06-22,11:28:57,1.0,GridGraph,preprocess,sorted-soc-sinaweibo,2.69272,14.8121,82.4948,4787.3,26.6767,11995.6,126456.0,81.24
2024-06-22,11:29:34,2.0,GridGraph,preprocess,sorted-soc-sinaweibo,5.88441,12.1397,81.9753,4767.38,26.5647,11676.7,216753.0,36.47
2024-06-22,11:29:58,3.0,GridGraph,preprocess,sorted-soc-sinaweibo,8.2413,12.7639,78.9943,4757.89,26.5113,11865.7,315911.0,23.83
2024-06-22,11:30:13,1.0,GridGraph,PageRank10,sorted-soc-sinaweibo,66.275,5.26429,28.4593,4572.44,25.4771,14267.5,328307.0,14.58
2024-06-22,11:30:24,2.0,GridGraph,PageRank10,sorted-soc-sinaweibo,88.652,0.842,10.508,4616.24,25.72,14249.5,167067.0,10.75
2024-06-22,11:30:34,3.0,GridGraph,PageRank10,sorted-soc-sinaweibo,87.569,1.133,11.297,4616.24,25.72,14249.5,289604.0,10.83
2024-06-22,11:30:56,1.0,GridGraph,PageRank20,sorted-soc-sinaweibo,87.801,1.29857,10.9014,4597.95,25.6171,14310.3,190558.0,21.31
2024-06-22,11:31:17,2.0,GridGraph,PageRank20,sorted-soc-sinaweibo,86.7052,1.60143,11.6933,4610.14,25.6857,14260.2,172416.0,21.44
2024-06-22,11:31:38,3.0,GridGraph,PageRank20,sorted-soc-sinaweibo,88.7586,1.05143,10.1886,4596.63,25.6105,14324.2,172295.0,21.04
2024-06-22,11:31:40,1.0,GridGraph,BFS0,sorted-soc-sinaweibo,17.84,0.0,82.17,4145.6,23.1,14399.6,8.0,0.42
2024-06-22,11:31:41,2.0,GridGraph,BFS0,sorted-soc-sinaweibo,15.81,0.0,84.19,4145.6,23.1,14399.4,8.0,0.3
2024-06-22,11:31:43,3.0,GridGraph,BFS0,sorted-soc-sinaweibo,16.12,6.72,77.16,4145.6,23.1,14399.4,306184.0,0.31
2024-06-22,11:31:44,1.0,GridGraph,BFS100,sorted-soc-sinaweibo,24.96,5.78,69.26,4145.6,23.1,14399.4,321536.0,0.39
2024-06-22,11:31:45,2.0,GridGraph,BFS100,sorted-soc-sinaweibo,24.81,0.0,75.19,4145.6,23.1,14399.4,8.0,0.4
2024-06-22,11:31:47,3.0,GridGraph,BFS100,sorted-soc-sinaweibo,24.2,0.0,75.79,4145.6,23.1,14399.4,8.0,0.39
2024-06-22,11:31:48,1.0,GridGraph,WCC,sorted-soc-sinaweibo,53.13,0.33,46.53,4568.64,25.46,14449.9,192.0,1.07
2024-06-22,11:31:50,2.0,GridGraph,WCC,sorted-soc-sinaweibo,51.97,0.0,48.03,4145.6,23.1,14449.9,8.0,0.8
2024-06-22,11:31:52,3.0,GridGraph,WCC,sorted-soc-sinaweibo,52.55,1.51,45.94,4145.6,23.1,14449.9,197144.0,0.81
2024-06-22,11:31:53,1.0,GridGraph,MIS,sorted-soc-sinaweibo,39.33,0.0,60.67,4145.6,23.1,14406.6,8.0,0.64
2024-06-22,11:31:55,2.0,GridGraph,MIS,sorted-soc-sinaweibo,38.01,0.0,61.99,4145.6,23.1,14406.6,8.0,0.58
2024-06-22,11:31:57,3.0,GridGraph,MIS,sorted-soc-sinaweibo,37.39,0.0,62.6,4145.6,23.1,14406.6,8.0,0.59
2024-06-22,11:32:08,1.0,GridGraph,Radii,sorted-soc-sinaweibo,84.3527,0.721818,14.9245,4632.65,25.81,14433.7,160477.0,11.19
2024-06-22,11:32:18,2.0,GridGraph,Radii,sorted-soc-sinaweibo,87.866,0.817,11.318,4626.24,25.775,14433.8,239162.0,10.28
2024-06-22,11:32:28,3.0,GridGraph,Radii,sorted-soc-sinaweibo,88.807,0.443,10.752,4632.64,25.81,14433.8,184114.0,10.13
2024-06-22,11:34:04,1.0,GridGraph,preprocess,graph500-scale23-ef16_adj,2.57284,13.3282,84.0994,4771.82,26.5896,8593.05,141842.0,95.2
2024-06-22,11:35:25,2.0,GridGraph,preprocess,graph500-scale23-ef16_adj,2.84691,12.5726,84.5798,4773.02,26.5941,5791.55,137726.0,81.67
2024-06-22,11:36:47,3.0,GridGraph,preprocess,graph500-scale23-ef16_adj,2.85432,12.2233,84.9214,4775.38,26.6069,5815.64,137905.0,81.34
2024-06-22,11:37:10,1.0,GridGraph,PageRank10,graph500-scale23-ef16_adj,23.7009,33.0673,43.2336,4612.43,25.7,6628.12,43245.8,22.92
2024-06-22,11:37:29,2.0,GridGraph,PageRank10,graph500-scale23-ef16_adj,28.3521,52.2479,19.3989,4619.07,25.74,5956.65,5703.98,19.55
2024-06-22,11:37:49,3.0,GridGraph,PageRank10,graph500-scale23-ef16_adj,28.9589,18.2605,52.7826,4619.07,25.74,4636.79,3799.16,19.46
2024-06-22,11:38:07,1.0,GridGraph,PageRank20,graph500-scale23-ef16_adj,61.6228,33.0517,5.32778,4619.07,25.74,14504.2,4130.67,18.08
2024-06-22,11:38:21,2.0,GridGraph,PageRank20,graph500-scale23-ef16_adj,80.6977,9.74462,9.55923,4619.07,25.74,14496.9,11379.7,13.9
2024-06-22,11:38:33,3.0,GridGraph,PageRank20,graph500-scale23-ef16_adj,95.5375,0.0,4.4625,4619.07,25.74,14490.0,16.0,12.06
2024-06-22,11:38:34,1.0,GridGraph,BFS0,graph500-scale23-ef16_adj,12.52,0.0,87.48,4146.03,23.1,14525.2,8.0,0.25
2024-06-22,11:38:35,2.0,GridGraph,BFS0,graph500-scale23-ef16_adj,12.79,0.0,87.21,4146.03,23.1,14525.2,8.0,0.25
2024-06-22,11:38:37,3.0,GridGraph,BFS0,graph500-scale23-ef16_adj,12.87,0.0,87.12,4146.03,23.1,14525.2,8.0,0.28
2024-06-22,11:38:39,1.0,GridGraph,BFS100,graph500-scale23-ef16_adj,85.36,0.0,14.63,4620.18,25.74,14525.2,0.0,1.85
2024-06-22,11:38:41,2.0,GridGraph,BFS100,graph500-scale23-ef16_adj,85.8,0.0,14.2,4620.18,25.74,14525.2,0.0,1.86
2024-06-22,11:38:42,3.0,GridGraph,BFS100,graph500-scale23-ef16_adj,86.16,0.0,13.84,4620.18,25.74,14525.2,0.0,1.86
2024-06-22,11:38:45,1.0,GridGraph,WCC,graph500-scale23-ef16_adj,88.365,0.0,11.635,4588.18,25.565,14551.5,88.0,2.18
2024-06-22,11:38:47,2.0,GridGraph,WCC,graph500-scale23-ef16_adj,88.255,0.0,11.745,4588.18,25.565,14560.3,17996.0,2.17
2024-06-22,11:38:49,3.0,GridGraph,WCC,graph500-scale23-ef16_adj,88.765,0.04,11.195,4588.18,25.565,14560.3,68.0,2.22
2024-06-22,11:38:53,1.0,GridGraph,MIS,graph500-scale23-ef16_adj,93.7967,0.0,6.2,4620.18,25.74,14564.7,12000.0,3.88
2024-06-22,11:38:57,2.0,GridGraph,MIS,graph500-scale23-ef16_adj,93.5733,0.0266667,6.40333,4620.18,25.74,14564.7,12050.7,3.9
2024-06-22,11:39:01,3.0,GridGraph,MIS,graph500-scale23-ef16_adj,93.62,0.0,6.38,4620.18,25.74,14564.7,0.0,3.87
2024-06-22,11:39:11,1.0,GridGraph,Radii,graph500-scale23-ef16_adj,95.018,0.034,4.948,4572.8,25.476,14551.9,4488.0,9.98
2024-06-22,11:39:20,2.0,GridGraph,Radii,graph500-scale23-ef16_adj,95.7656,0.0366667,4.19667,4620.18,25.74,14551.9,8009.78,9.52
2024-06-22,11:39:30,3.0,GridGraph,Radii,graph500-scale23-ef16_adj,95.5856,0.0,4.41222,4613.15,25.7011,14551.9,1023.11,9.89
2024-06-22,11:42:01,1.0,GridGraph,preprocess,graph500-scale24-ef16_adj,2.777,14.5576,82.6657,4788.44,26.6772,11560.8,158054.0,150.57
2024-06-22,11:44:35,2.0,GridGraph,preprocess,graph500-scale24-ef16_adj,2.77575,13.9557,83.2681,4783.81,26.6512,8194.08,155583.0,153.97
2024-06-22,11:47:04,3.0,GridGraph,preprocess,graph500-scale24-ef16_adj,2.83605,13.6716,83.4912,4784.8,26.6567,8151.18,156215.0,147.79
2024-06-22,11:47:39,1.0,GridGraph,PageRank10,graph500-scale24-ef16_adj,36.4821,38.2785,25.2397,4591.28,25.5847,11156.1,31411.5,34.69
2024-06-22,11:47:59,2.0,GridGraph,PageRank10,graph500-scale24-ef16_adj,62.248,10.9125,26.839,4619.07,25.74,11285.6,17.2,20.3
2024-06-22,11:48:12,3.0,GridGraph,PageRank10,graph500-scale24-ef16_adj,97.0923,0.458462,2.45077,4614.15,25.7123,11121.7,15987.1,13.55
2024-06-22,11:48:38,1.0,GridGraph,PageRank20,graph500-scale24-ef16_adj,98.0316,0.01,1.9556,4619.07,25.74,11117.9,12.1504,25.05
